id,dv_response,dv_balance,EM_MONTHS_LAST_OPEN,EM_COUNT_VALID,EM_ALL_OPT_OUT_FLAG,POS_NUM_ORDERS,POS_REVENUE_BASE,POS_MNTHS_LAST_ORDER,POS_REVENUE_TOTAL,POS_MARGIN_TOTAL,POS_TOT_REVPERSYS,POS_LAST_ORDER_DPA,POS_LAST_TOTAL_REVENUE,POS_NUM_ORDERS_24MO,POS_SP_QTY_24MO,POS_MARGIN_TOTAL_12MO,POS_REVENUE_TOTAL_6MO,WEB_MNTHS_SINCE_LAST_SES,IID_COUNT,HH_INCOME,HH_AGE,EM_NUM_OPEN_30,SH_MNTHS_LAST_INQUIRED,SH_INQUIRED_LAST3MO,SH_INQUIRED_LAST12MO,pos_mo_btwn_fst_lst_order,WEB_CNT_IID_ACCESSED,POS_REVENUE_BASE_SP_6MO
809,1,115.96,39.77060932,3.0,0.0,9,1099.0,9.903225806,2284.192,490.476,2284.192,0,116.96,2,10,34.75,,9.851851851,,,,,,,,75.70967742,,
810,1,636.97,15.88052569,1.0,0.0,9,2506.311,12.64516129,2849.818,379.173,712.4545,1,435.97,1,2,,,12.62126643,,,,,,,,77.16129032,,
811,0,0.0,0.163082437,2.0,0.0,5,2651.59,6.322580645,2924.0,399.602,1462.0,1,1285.75,1,1,208.393,,4.524492234,5.0,99999.0,75.0,88.0,40.90322581,0.0,0.0,89.41935484,1.0,
812,0,0.0,16.47729988,1.0,0.0,3,2359.054,19.51612903,2997.969,551.011,999.323,0,657.27,1,1,,,3.204301075,,,,,,,,79.77419355,,
813,0,0.0,17.06989247,1.0,0.0,14,558.92,0.193548387,1218.202,281.001,1218.202,0,39.98,6,10,26.42,79.96,0.166666666,,,,,,,,49.87096774,,79.96
814,0,0.0,0.186379928,2.0,0.0,2,1451.384,13.41935484,1599.384,182.509,799.692,1,421.39,1,1,,,10.0,,,,,,,,92.16129032,,
815,1,17.99,22.67622461,3.0,0.0,10,1071.866,18.41935484,1711.176,566.725,1711.176,1,35.98,2,4,,,11.02508961,10.0,34999.0,75.0,5.0,68.64516129,0.0,0.0,61.06451613,1.0,
816,0,0.0,0.853046594,1.0,0.0,4,229.0,21.35483871,748.94,149.051,,0,239.97,1,3,,,19.11290323,,,,,,,,44.29032258,,
817,1,239.0,15.17921147,1.0,0.0,3,1299.134,15.67741935,1465.754,11.912,732.877,1,938.15,1,2,,,0.489844683,,,,,,,,46.67741935,,
818,0,0.0,12.96475508,1.0,1.0,3,1170.21,20.80645161,1963.868,593.231,1963.868,0,119.95,1,1,,,,,,,,,,,26.41935484,,
819,1,51.98,22.0,1.0,1.0,14,1302.497,5.064516129,2849.285,380.71,1424.6425,1,468.99,4,4,27.646,468.99,1.630227001,,,,,,,,77.61290323,,411.99
820,0,0.0,5.863799283,2.0,0.0,10,2245.357,11.0,3574.589,749.663,1191.529667,1,109.95,2,2,98.95,,0.519713261,,,,,,,,92.38709677,,
821,1,738.97,0.448626045,1.0,0.0,11,3965.3,4.258064516,5109.998,263.677,729.999714,1,199.99,5,6,39.331,199.99,0.132616487,,,,,,,,48.0,,199.99
822,0,0.0,65.27777778,2.0,0.0,4,2469.92,0.483870967,2731.579,77.103,682.89475,0,1089.97,1,3,-5.318,1089.97,0.431899641,2.0,149999.0,66.0,5.0,150.0967742,0.0,0.0,74.80645161,0.0,1053.97
823,0,0.0,17.40382318,1.0,0.0,7,469.47,7.967741935,1546.05,402.306,1546.05,0,109.95,3,6,120.704,,7.888291517,,,,,,,,88.12903226,,
824,0,0.0,,1.0,0.0,2,0.0,9.0,249.93,109.23,,0,149.94,1,2,61.81,,9.0,,,,,,,,42.35483871,,
825,0,0.0,0.77120669,2.0,0.0,2,0.0,15.25806452,49.98,-9.166,,0,49.98,1,2,,,15.25746714,,,,,,,,101.9677419,,
826,0,0.0,,2.0,0.0,7,2275.481,6.451612903,2724.47,432.789,1362.235,0,44.99,3,3,22.322,,,,,,,,,,105.6451613,,
827,0,0.0,5.541218637,4.0,0.0,2,12.98,17.16129032,62.92,39.493,,0,46.98,1,1,,,,,,,,,,,25.4516129,,
828,1,140.0,1.451612903,2.0,0.0,2,395.52,11.09677419,1023.79,69.673,1023.79,0,239.0,2,4,166.459,,,,,,,,,,8.387096774,,
829,1,67.98,,2.0,0.0,6,2258.521,9.322580645,2726.046,725.785,2726.046,0,29.99,1,1,10.34,,9.318996415,,,,,,,,80.83870968,,
830,1,239.0,9.821983273,3.0,0.0,7,384.0,19.5483871,1265.273,651.923,1265.273,1,129.131,2,3,,,,,,,,,,,81.41935484,,
831,1,588.97,7.0,3.0,0.0,6,0.0,4.0,2615.37,101.08,,1,399.98,1,2,1.7,399.98,4.0,,,,,,,,60.29032258,,399.98
832,0,0.0,,2.0,0.0,8,0.0,20.64516129,621.82,179.8,,0,89.07,1,4,,,,4.0,49999.0,78.0,1.0,142.0967742,0.0,0.0,84.35483871,0.0,
833,0,0.0,1.058542413,1.0,0.0,1,267.73,1.903225806,431.71,90.713,,0,431.71,1,3,90.713,431.71,,9.0,34999.0,78.0,147.0,25.09677419,0.0,0.0,0.0,0.0,342.71
834,0,0.0,9.528076463,1.0,0.0,1,856.97,18.32258065,1256.19,385.31,1256.19,0,1256.19,1,7,,,,,,,,,,,0.0,,
835,0,0.0,,2.0,0.0,12,2116.16,6.451612903,3060.21,561.519,1530.105,0,124.16,2,9,36.85,,,4.0,149999.0,76.0,0.0,129.3225806,0.0,0.0,93.83870968,0.0,
836,0,0.0,67.0,2.0,0.0,8,2189.097,3.0,3045.309,539.753,1522.6545,1,129.0,3,4,245.949,129.0,3.0,,,,,,,,108.1612903,,0.0
837,0,0.0,0.294504181,3.0,0.0,4,1796.194,3.29032258,2992.864,407.119,997.621333,0,549.99,1,1,37.284,549.99,0.314814814,7.0,24999.0,83.0,81.0,79.09677419,0.0,0.0,90.03225806,1.0,531.99
838,1,29.99,1.100358422,1.0,0.0,6,1087.97,3.258064516,1554.298,98.257,777.149,1,85.47,5,12,73.336,85.47,7.0651135,,,,,,,,20.90322581,,85.47
839,0,0.0,50.74074074,2.0,0.0,12,2796.984,1.838709677,4526.427,1354.853,1131.60675,0,119.99,3,4,75.748,119.99,1.467741935,,,,,,,,103.7741936,,119.99
840,0,0.0,,1.0,0.0,5,1011.509,22.5483871,1530.367,557.879,1530.367,0,59.0,1,1,,,,,,,,,,,58.32258065,,
841,1,39.98,13.5651135,1.0,0.0,9,958.614,18.77419355,1656.575,455.294,1656.575,0,53.98,1,2,,,,3.0,24999.0,75.0,82.0,62.70967742,0.0,0.0,50.93548387,0.0,
842,0,0.0,,,,2,1055.6,9.677419354,1349.17,61.289,674.585,0,678.97,2,3,22.22,,,,,,,,,,6.096774193,,
843,0,0.0,,1.0,0.0,4,1973.925,3.419354838,2437.884,187.708,812.628,0,629.97,1,4,51.979,629.97,3.162485065,,,,,,,,82.96774194,,611.97
844,0,0.0,9.396057347,3.0,0.0,16,7659.315,14.74193548,9437.835,1109.242,1179.729375,1,1408.97,1,1,,,14.74014337,,,,,,,,86.80645161,,
845,0,0.0,2.112305854,3.0,0.0,7,3569.707,23.77419355,3706.055,360.18,741.211,0,449.99,1,1,,,,,,,,,,,72.64516129,,
846,1,112.46,8.722222222,3.0,0.0,21,203.99,4.419354838,2165.26,448.464,,1,116.96,6,29,91.354,116.96,1.386499402,4.0,74999.0,77.0,86.0,83.90322581,0.0,0.0,92.12903226,1.0,116.96
847,0,0.0,,2.0,0.0,10,2713.767,3.580645161,5007.336,828.121,1669.112,1,149.99,1,1,-67.727,149.99,3.53464755,,,,,,,,81.96774194,,149.99
848,0,0.0,58.62485066,2.0,0.0,4,1064.25,22.0,1742.304,595.051,1742.304,1,49.0,2,2,,,1.184587813,,,,,,,,36.80645161,,
849,0,0.0,0.421744324,1.0,0.0,1,6.99,13.61290323,66.98,54.803,,0,66.98,1,1,,,,,,,,,,,0.0,,
850,0,0.0,,1.0,0.0,1,606.99,16.70967742,663.97,18.392,663.97,0,663.97,1,1,,,16.57526882,,,,,,,,0.0,,
851,0,0.0,9.704301075,2.0,1.0,3,1026.29,11.12903226,2046.329,378.779,2046.329,0,65.99,1,1,49.234,,11.11051374,,,,,,,,20.51612903,,
852,0,0.0,0.680406212,1.0,0.0,1,988.43,13.32258065,1366.59,333.55,1366.59,0,1366.59,1,3,,,4.305854241,,,,,,,,0.0,,
853,1,199.99,23.12724014,1.0,0.0,1,0.0,2.096774193,1297.99,138.12,,1,1297.99,1,2,138.12,1297.99,0.092592592,,,,,,,,0.0,,1297.99
854,0,0.0,5.148148148,4.0,0.0,2,544.98,23.64516129,632.76,22.565,632.76,1,58.98,1,1,,,,7.0,99999.0,64.0,63.0,57.83870968,0.0,0.0,6.580645161,0.0,
855,0,0.0,,2.0,0.0,1,0.0,7.064516129,199.97,60.626,,0,199.97,1,4,60.626,,0.268219832,,,,,,,,0.0,,
856,0,0.0,24.36798088,1.0,0.0,2,393.99,14.80645161,708.98,115.013,708.98,0,239.0,1,2,,,,,,,,,,,9.774193548,,
857,1,98.0,,1.0,1.0,14,1281.49,10.93548387,6522.3,586.711,3261.15,1,159.99,4,9,48.62,,0.136200716,3.0,74999.0,39.0,,83.90322581,0.0,0.0,59.90322581,1.0,
858,0,0.0,47.06630824,4.0,0.0,4,2344.187,4.93548387,2425.525,14.892,606.38125,0,718.96,1,2,75.31,718.96,0.112305854,,,,,,,,79.38709677,,661.98
859,1,54.97,0.083034647,1.0,0.0,1,662.6,0.451612903,681.6,-118.424,681.6,0,681.6,1,3,-118.424,681.6,0.137992831,4.0,99999.0,67.0,229.0,34.09677419,0.0,0.0,0.0,1.0,663.6
860,0,0.0,,2.0,0.0,4,3708.021,12.25806452,3970.43,829.011,1985.215,1,159.0,2,3,,,12.21027479,5.0,34999.0,62.0,0.0,45.96774194,0.0,0.0,86.25806452,1.0,
861,0,0.0,13.29749104,5.0,0.0,29,5410.297,3.419354838,8316.255,1911.969,1386.0425,1,87.26,9,38,457.731,87.26,3.35902031,,,,,,,,104.9032258,,87.26
862,0,0.0,6.121863799,3.0,0.0,15,1479.494,15.4516129,2207.774,171.945,1103.887,0,58.98,1,2,,,,,,,,,,,89.35483871,,
863,0,0.0,0.277777777,2.0,0.0,1,446.99,8.64516129,464.99,12.499,464.99,0,464.99,1,1,12.499,,4.432497013,,,,,,,,0.0,,
864,0,0.0,17.21266428,2.0,0.0,12,10766.091,19.70967742,11951.467,1899.787,1327.940778,0,119.98,1,2,,,12.82078853,5.0,124999.0,47.0,460.0,79.48387097,0.0,0.0,74.51612903,1.0,
865,0,0.0,,1.0,0.0,1,0.0,12.0,134.203,113.123,,0,134.203,1,3,113.123,,,3.0,124999.0,40.0,10.0,44.64516129,0.0,0.0,0.0,0.0,
866,1,89.99,0.853643966,3.0,0.0,10,597.419,23.70967742,1670.647,382.61,1670.647,0,124.16,1,5,,,1.495221027,6.0,99999.0,48.0,93.0,23.5483871,0.0,0.0,53.61290323,0.0,
867,0,0.0,,1.0,0.0,1,595.99,10.4516129,638.97,50.264,638.97,0,638.97,1,1,50.264,,10.30227001,,,,,,,,0.0,,
868,0,0.0,17.02508961,1.0,0.0,18,1062.02,10.67741935,5704.897,700.415,5704.897,1,149.99,4,6,42.89,,3.608124253,2.0,,47.0,3.0,83.90322581,0.0,0.0,62.74193548,1.0,
869,0,0.0,1.937873357,3.0,0.0,5,2690.716,15.41935484,3566.438,789.281,1188.812667,1,1270.49,1,3,,,13.43309438,,,,,,,,68.64516129,,
870,0,0.0,30.77359618,5.0,0.0,52,4638.824,22.61290323,8390.289,1106.552,932.254333,1,32.38,3,5,,,,,,,,,,,74.12903226,,
871,0,0.0,53.52688172,1.0,0.0,10,323.0,5.0,970.31,202.423,,0,96.97,3,7,73.79,154.95,5.511350059,2.0,74999.0,62.0,27.0,74.0,0.0,0.0,70.93548387,1.0,154.95
872,1,588.99,47.0,1.0,1.0,8,1105.934,14.93548387,2136.125,588.113,2136.125,0,122.36,1,5,,,14.92592593,9.0,74999.0,70.0,2.0,97.4516129,0.0,0.0,61.09677419,1.0,
873,1,94.97,1.100955794,1.0,0.0,6,4.95,9.612903225,546.21,158.29,,0,87.27,5,21,48.12,,8.962962962,,,,,,,,53.87096774,,
874,0,0.0,5.541218637,2.0,0.0,2,944.99,11.35483871,1194.11,444.192,1194.11,1,69.95,2,2,61.95,,0.880525686,,,,,,,,4.129032258,,
875,0,0.0,,,,1,424.99,5.806451612,463.97,-33.771,463.97,0,463.97,1,1,-33.771,463.97,,,,,,,,,0.0,,424.99
876,0,0.0,,1.0,0.0,11,1537.591,16.06451613,2268.738,557.336,1134.369,1,129.0,3,3,,,7.830943847,,,,,,,,76.90322581,,
877,1,3789.47,5.583034647,1.0,0.0,2,3347.98,1.096774193,3800.96,1057.639,1900.48,0,1536.99,2,4,309.544,1536.99,1.077060931,1.0,34999.0,28.0,8.0,41.67741935,0.0,0.0,20.0,1.0,1248.99
878,0,0.0,,,,2,236.25,8.096774193,380.24,-226.603,380.24,0,254.25,1,2,-240.873,,0.244922341,,,,,,,,42.19354839,,
879,0,0.0,,2.0,0.0,9,4484.754,12.90322581,6779.808,1166.098,1355.9616,1,1000.26,1,3,,,,,,,,,,,63.64516129,,
880,1,39.99,,3.0,0.0,2,2201.12,0.129032258,2324.1,516.994,2324.1,1,2258.11,1,3,498.714,2258.11,0.100955794,,,,,,,,34.29032258,,2258.11
881,1,84.99,0.80167264,2.0,0.0,3,1537.129,0.838709677,2651.327,327.114,1325.6635,0,1342.85,1,7,233.854,1342.85,,,,,,,,,84.83870968,,1041.26
882,0,0.0,19.07467145,7.0,0.0,9,5417.833,21.61290323,7613.748,2127.404,1522.7496,0,129.0,2,7,,,13.60394265,6.0,74999.0,73.0,14.0,47.80645161,0.0,0.0,67.5483871,2.0,
883,1,574.09,11.08004779,8.0,0.0,11,2470.58,10.22580645,3495.019,631.29,873.75475,1,249.0,3,4,174.0,,0.894862604,,,,,,,,57.96774194,,
884,0,0.0,4.645758661,1.0,0.0,1,0.0,9.548387096,85.0,66.19,,0,85.0,1,1,66.19,,9.522700119,9.0,,,12.0,34.16129032,0.0,0.0,0.0,1.0,
885,0,0.0,6.465352449,3.0,0.0,4,843.99,9.129032258,1068.947,-162.132,534.4735,0,527.97,1,2,-57.405,,7.683990442,,,,,,,,41.96774194,,
886,0,0.0,0.104540023,2.0,0.0,1,492.43,13.35483871,498.43,31.051,498.43,0,498.43,1,1,,,,,,,,,,,0.0,,
887,0,0.0,,2.0,0.0,13,2344.689,9.0,3230.335,464.507,1076.778333,0,37.98,1,2,14.754,,6.758064516,,,,,,,,90.38709677,,
888,0,0.0,0.316606929,2.0,0.0,2,1179.99,9.741935483,1362.893,196.642,681.4465,0,509.99,1,1,78.272,,3.303464755,,,,,,,,35.32258065,,
889,0,0.0,2.394862604,1.0,0.0,11,1426.2,0.870967741,3365.179,550.657,1682.5895,1,239.98,4,11,-5.643,239.98,0.673237753,,,,,,,,36.64516129,,239.98
890,0,0.0,20.94504182,2.0,0.0,5,49.0,1.967741935,258.5,17.09,,0,69.97,1,5,23.328,69.97,,,,,,,,,63.38709677,,69.97
891,1,1195.8,11.1953405,4.0,0.0,18,4213.022,16.09677419,8661.625,1754.282,2165.40625,1,201.33,5,32,,,0.942054958,5.0,124999.0,48.0,128.0,14.19354839,0.0,0.0,88.70967742,1.0,
892,0,0.0,0.323775388,2.0,0.0,4,2401.775,14.4516129,2546.725,-60.992,636.68125,0,449.0,1,2,,,,3.0,,43.0,76.0,99.58064516,0.0,0.0,82.29032258,0.0,
893,0,0.0,1.067502986,2.0,0.0,3,828.945,20.96774194,1187.894,325.54,1187.894,0,119.95,1,1,,,,2.0,74999.0,70.0,88.0,100.6451613,0.0,0.0,48.25806452,0.0,
894,0,0.0,,1.0,0.0,4,2222.96,0.451612903,2947.45,357.034,982.483333,0,105.97,3,11,57.747,971.94,,,,,,,,,95.16129032,,932.96
895,0,0.0,0.880525686,2.0,0.0,18,4033.071,1.064516129,6974.934,675.046,1743.7335,1,27.99,4,8,56.288,657.97,0.561529271,13.0,99999.0,63.0,23.0,83.90322581,0.0,0.0,101.2258065,1.0,657.97
896,0,0.0,0.266427718,2.0,0.0,7,1783.98,13.06451613,2720.317,781.794,1360.1585,0,59.95,4,5,,,,2.0,99999.0,41.0,125.0,77.12903226,0.0,0.0,30.48387097,0.0,
897,0,0.0,0.551971326,1.0,0.0,1,1228.01,13.38709677,1461.29,406.683,1461.29,0,1461.29,1,1,,,0.642174432,,,,,,,,0.0,,
898,0,0.0,,,,1,0.0,4.29032258,19.98,-0.02,,0,19.98,1,2,-0.02,19.98,,,,,,,,,0.0,,19.98
899,1,578.99,5.511947431,3.0,0.0,9,3579.241,15.5483871,5090.231,238.978,848.371833,0,589.97,1,3,,,,,,,,,,,85.64516129,,
900,0,0.0,,1.0,1.0,6,1011.544,3.161290322,2764.384,-52.085,2764.384,0,299.0,1,1,-128.542,299.0,2.827359617,,,,,,,,103.0322581,,249.0
901,1,446.48,0.360215053,2.0,0.0,3,2023.904,16.80645161,2638.933,532.435,1319.4665,1,452.36,1,2,,,0.375149342,7.0,74999.0,65.0,146.0,37.32258065,0.0,0.0,95.5483871,1.0,
902,0,0.0,0.086021505,1.0,0.0,2,452.207,23.67741935,669.555,-74.9,669.555,1,189.99,1,1,,,4.172640382,4.0,74999.0,54.0,398.0,54.64516129,0.0,0.0,62.29032258,1.0,
903,0,0.0,0.412783751,2.0,0.0,8,1438.97,4.193548387,2821.307,166.682,940.435667,1,35.98,6,11,31.954,735.96,0.535244922,,,,,,,,38.4516129,,637.96
904,0,0.0,12.54301075,1.0,0.0,8,1614.98,0.806451612,2514.186,521.869,1257.093,1,269.97,2,5,98.944,789.96,1.305256869,,,,,,,,47.06451613,,771.96
905,0,0.0,28.22281959,2.0,0.0,3,1673.599,22.83870968,2071.257,263.908,1035.6285,0,1066.25,1,3,,,,,,,,,,,83.38709677,,
906,1,1117.87,0.166666666,1.0,0.0,4,841.98,5.129032258,983.376,213.918,491.688,1,120.56,2,6,51.262,121.56,,3.0,99999.0,76.0,57.0,62.25806452,0.0,0.0,32.58064516,0.0,121.56
907,0,0.0,,,,7,1017.98,21.61290323,1748.787,497.584,1748.787,1,54.99,1,1,,,4.959976105,,,,,,,,45.64516129,,
908,0,0.0,1.807646356,1.0,0.0,1,0.0,19.0,29.99,-39.62,,0,29.99,1,1,,,,,,,,,,,0.0,,
909,0,0.0,,2.0,0.0,6,2023.611,15.67741935,3019.899,664.778,1509.9495,1,99.95,1,10,,,15.55854241,3.0,34999.0,76.0,19.0,83.90322581,0.0,0.0,78.70967742,1.0,
910,0,0.0,32.41397849,2.0,0.0,6,3759.634,13.83870968,5031.616,1253.882,1677.205333,1,1315.58,1,1,,,,8.0,74999.0,59.0,2.0,47.64516129,0.0,0.0,51.87096774,0.0,
911,0,0.0,45.01135006,1.0,0.0,7,530.98,23.12903226,1404.14,524.993,1404.14,0,528.99,1,1,,,20.74671446,,,,,,,,87.06451613,,
912,0,0.0,29.55913978,1.0,0.0,2,1077.02,10.74193548,1236.02,192.274,1236.02,1,1077.02,1,1,184.55,,9.770609318,7.0,99999.0,63.0,9.0,33.22580645,0.0,0.0,41.58064516,1.0,
913,0,0.0,0.442054958,2.0,0.0,11,3594.507,17.67741935,3913.925,-395.693,559.132143,0,488.99,1,3,,,,,,,,,,,67.87096774,,
914,0,0.0,,,,1,391.99,20.74193548,391.99,-47.236,391.99,0,391.99,1,1,,,,,,,,,,,0.0,,
915,0,0.0,,1.0,0.0,2,1153.0,19.93548387,1924.388,171.75,1924.388,1,597.99,1,1,,,12.59199522,,,,,,,,22.35483871,,
916,1,46.99,8.57287933,6.0,0.0,10,718.582,5.225806451,2456.297,418.703,2456.297,0,68.79,1,1,18.93,68.79,,20.0,,48.0,0.0,4.29032258,0.0,1.0,96.41935484,0.0,68.79
917,0,0.0,36.04898447,1.0,0.0,5,1292.164,22.38709677,1879.231,521.081,1879.231,1,84.56,1,5,,,,,,,,,,,37.32258065,,
918,1,588.97,0.501194743,2.0,0.0,13,1655.522,7.225806451,3096.202,406.656,1032.067333,1,159.99,3,3,55.46,,0.826164874,5.0,74999.0,49.0,173.0,53.29032258,0.0,0.0,80.35483871,2.0,
919,0,0.0,10.58602151,2.0,0.0,2,997.447,17.29032258,1016.815,-100.185,1016.815,0,119.97,1,3,,,,,,,,,,,54.4516129,,
920,0,0.0,11.32437276,1.0,0.0,3,737.98,3.161290322,955.632,303.295,955.632,0,190.662,2,3,294.015,190.662,6.284946236,,,,,,,,42.38709677,,0.0
921,1,519.68,32.60035842,2.0,0.0,3,3220.64,1.806451612,3831.81,657.301,1277.27,1,1077.39,1,1,178.056,1077.39,0.224611708,,,,,,,,105.5483871,,774.8
922,0,0.0,3.111111111,1.0,0.0,1,446.99,17.35483871,449.99,4.713,449.99,0,449.99,1,1,,,1.530465949,,,,,,,,0.0,,
923,1,35.98,22.47431302,2.0,0.0,13,2340.98,9.354838709,3153.494,12.255,1051.164667,0,51.97,2,5,10.75,,9.35125448,6.0,34999.0,61.0,35.0,50.61290323,0.0,0.0,89.41935484,1.0,
924,0,0.0,,1.0,1.0,1,654.27,4.838709677,673.27,16.339,673.27,0,673.27,1,2,16.339,673.27,3.913978494,,,,,,,,0.0,,655.27
925,1,758.96,6.166666666,3.0,0.0,6,2583.522,3.0,3183.61,561.639,1591.805,0,96.98,1,2,6.2,96.98,2.902628434,,,,,,,,97.96774194,,96.98
926,1,1068.99,19.01612903,2.0,0.0,3,2734.0,0.516129032,2987.99,421.153,1493.995,0,219.99,1,1,33.8,219.99,0.508960573,,,,,,,,28.32258065,,219.99
927,0,0.0,0.284348864,1.0,0.0,1,637.99,21.38709677,716.16,121.921,716.16,0,716.16,1,1,,,0.655316606,,,,,,,,0.0,,
928,0,0.0,,1.0,0.0,7,2842.386,23.38709677,3704.992,849.381,926.248,0,549.99,1,1,,,,,,,,,,,77.41935484,,
929,0,0.0,,,,1,0.0,13.19354839,59.0,58.999,,0,59.0,1,1,,,3.316009557,,,,,,,,0.0,,
930,0,0.0,19.36678614,2.0,0.0,6,2900.48,1.129032258,3861.811,1116.577,1287.270333,1,115.99,2,3,97.757,115.99,1.109318996,,,,,,,,108.4516129,,115.99
931,0,0.0,,1.0,0.0,2,963.99,16.03225806,1355.33,402.28,1355.33,0,239.0,1,2,,,,,,,,,,,14.96774194,,
932,1,110.99,21.03524492,4.0,0.0,21,1095.766,2.387096774,3362.616,1210.403,3362.616,0,110.99,9,9,227.76,221.98,0.713261648,8.0,,63.0,221.0,79.09677419,0.0,0.0,105.2580645,1.0,221.98
933,0,0.0,11.37634409,1.0,0.0,12,2053.284,5.387096774,4876.842,1811.949,2438.421,1,239.0,4,11,409.765,643.071,0.267025089,5.0,99999.0,47.0,2.0,24.93548387,0.0,0.0,108.3870968,1.0,53.18
934,1,231.95,,3.0,0.0,24,4490.185,3.64516129,8184.69,2126.383,2728.23,0,499.93,7,61,44.117,499.93,3.278375149,,,,,,,,96.96774194,,499.93
935,0,0.0,,2.0,0.0,1,0.0,17.77419355,131.98,98.468,,0,131.98,1,2,,,17.75268817,,,,,,,,0.0,,
936,0,0.0,,2.0,0.0,3,1675.987,12.09677419,1903.757,358.396,951.8785,0,754.89,1,5,,,11.40262843,,,,,,,,95.41935484,,
937,0,0.0,2.255675029,1.0,0.0,10,3441.482,0.258064516,5383.842,1374.805,1345.9605,1,388.99,3,11,886.617,1788.075,0.023894862,,,,,,,,91.25806452,,761.98
938,0,0.0,,4.0,0.0,5,2422.544,11.83870968,2461.544,526.689,2461.544,0,469.0,2,2,79.63,,,,,,,,,,92.03225806,,
939,1,164.95,0.195937873,1.0,0.0,4,563.99,17.12903226,1048.73,171.214,1048.73,0,116.96,1,5,,,0.614097968,1.0,14999.0,58.0,52.0,150.0967742,0.0,0.0,13.80645161,1.0,
940,1,852.96,41.36021505,2.0,0.0,6,1569.96,4.193548387,2274.041,517.06,1137.0205,0,172.48,2,3,-0.897,172.48,4.048984468,,,,,,,,142.7096774,,152.48
941,0,0.0,,2.0,0.0,15,2601.662,17.64516129,4486.683,909.282,1495.561,1,26.99,1,1,,,,3.0,,59.0,35.0,83.90322581,0.0,0.0,77.22580645,0.0,
942,0,0.0,26.95280765,3.0,0.0,24,3530.45,2.387096774,5537.549,1088.327,1845.849667,1,87.26,3,15,58.104,184.22,2.367980884,9.0,74999.0,59.0,2.0,54.19354839,0.0,0.0,101.1612903,1.0,184.22
943,0,0.0,1.734767025,1.0,0.0,6,6.99,12.03225806,608.373,551.939,,0,17.98,3,5,,,,,,,,,,,27.80645161,,
944,0,0.0,0.118279569,2.0,0.0,2,1752.98,11.0,2060.23,680.397,2060.23,0,75.97,2,5,28.24,,1.691756272,,,,,,,,3.93548387,,
945,0,0.0,10.58960573,4.0,0.0,4,1843.63,22.4516129,2799.764,392.801,1399.882,0,566.948,1,45,,,,6.0,24999.0,53.0,167.0,16.61290323,0.0,0.0,31.74193548,0.0,
946,0,0.0,11.27419355,2.0,1.0,1,328.99,20.38709677,338.97,-64.041,338.97,0,338.97,1,1,,,,,,,,,,,0.0,,
947,0,0.0,,2.0,0.0,3,1650.4,20.58064516,2860.295,1033.657,2860.295,0,239.0,2,4,,,4.590800477,5.0,250001.0,62.0,,150.0967742,0.0,0.0,19.61290323,1.0,
948,0,0.0,16.88948626,2.0,0.0,5,1987.029,21.51612903,2007.017,-14.413,669.005667,0,19.99,1,1,,,,,,,,,,,90.83870968,,
949,0,0.0,33.04121864,3.0,0.0,5,2199.98,23.12903226,3375.267,841.879,1687.6335,0,138.98,1,1,,,1.107526881,,,,,,,,52.5483871,,
950,0,0.0,,,,2,29.49,17.77419355,179.43,54.59,,0,143.98,1,1,,,,,,,,,,,83.0,,
951,0,0.0,,0.0,0.0,1,446.99,14.25806452,449.99,5.107,449.99,0,449.99,1,1,,,,,,,,,,,0.0,,
952,0,0.0,40.26284349,1.0,1.0,7,1473.121,21.83870968,2526.412,878.94,2526.412,0,134.99,2,2,,,,,,,,,,,77.29032258,,
953,0,0.0,,,,2,0.0,18.38709677,74.98,15.05,,0,49.99,1,1,,,,,,,,,,,12.16129032,,
954,0,0.0,1.594982078,2.0,0.0,3,1154.934,0.870967741,1493.05,360.11,746.525,0,239.0,2,3,198.81,778.99,5.559139784,,,,,,,,74.67741935,,521.99
955,0,0.0,28.48387097,3.0,0.0,7,1647.79,8.612903225,2863.236,640.428,1431.618,1,128.98,3,4,38.622,,0.673237753,7.0,24999.0,61.0,17.0,14.09677419,0.0,0.0,44.0,1.0,
956,0,0.0,6.047789725,3.0,0.0,9,1825.327,13.51612903,3445.332,1101.559,1722.666,1,239.0,2,3,,,1.2520908,,,,,,,,67.0,,
957,0,0.0,18.0,2.0,0.0,3,2043.97,17.96774194,2100.96,293.292,700.32,0,473.99,1,1,,,16.30585424,,,,,,,,14.51612903,,
958,0,0.0,18.56391876,1.0,0.0,8,1202.141,16.29032258,1934.87,288.747,1934.87,0,60.27,1,4,,,16.24432497,,,,,,,,78.41935484,,
959,0,0.0,6.48506571,3.0,0.0,4,0.0,12.48387097,867.93,675.231,,0,348.95,1,3,,,,12.0,149999.0,62.0,20.0,79.09677419,0.0,0.0,55.5483871,0.0,
960,0,0.0,0.463560334,1.0,0.0,1,0.0,0.612903225,1297.99,90.42,,0,1297.99,1,1,90.42,1297.99,0.507168458,,,,,,,,0.0,,1297.99
961,0,0.0,,2.0,0.0,9,1299.67,15.83870968,1630.969,218.331,1630.969,0,19.99,2,3,,,15.81362007,7.0,124999.0,87.0,0.0,79.09677419,0.0,0.0,64.29032258,1.0,
